username,video_id,video_url,is_photo,like_count,comment_count,share_count,save_count,description,scraped_at
aliphildan,7671230842370297095,https://www.tiktok.com/@aliphildan/video/7671230842370297095,False,9125,92,76,118,Gausa nunggu yang aneh2✨☺️ #kadamsidik @Kadam Sidik,2026-09-02T10:38:42.808442
aliphildan,7671188878472236309,https://www.tiktok.com/@aliphildan/video/7671188878472236309,False,35.3K,830,756,530,"Yg nanya doklip dokter apa, aku dokter spesial yaah✨🤸🏻‍♂️",2026-09-02T10:40:31.136726
aliphildan,7670806333935029525,https://www.tiktok.com/@aliphildan/video/7670806333935029525,False,0,0,0,0,,2026-09-02T10:41:08.697327
aliphildan,7670297317257284885,https://www.tiktok.com/@aliphildan/video/7670297317257284885,False,297.1K,5063,56K,13.1K,"Fun fact: suka nyemilin es batu tuh bisa jadi bukan cuma iseng. 🧊Kebiasaan ini disebut pagophagia, salah satu bentuk pica yang sering dikaitkan dengan kekurangan zat besi (anemia defisiensi besi). Sampai sekarang penyebab pastinya belum sepenuhnya dipahami, tapi beberapa penelitian menunjukkan kalau mengunyah es bisa bikin otak terasa lebih “melek” sementara pada orang yang kekurangan zat besi.Tapi ingat ya, nggak semua orang yang suka makan es batu pasti anemia, dan nggak semua penderita anemia doyan es batu juga. Kalau kebiasaan ini muncul terus, apalagi disertai badan gampang capek, pucat, pusing, atau sesak saat aktivitas, sebaiknya periksa ke dokter dan cek darah. Jangan asal minum suplemen zat besi tanpa tahu penyebabnya✨",2026-09-02T10:41:45.601834
aliphildan,7670153357557828884,https://www.tiktok.com/@aliphildan/video/7670153357557828884,False,30K,448,706,420,Aku klarifikasi yaach✨,2026-09-02T10:42:38.403662
aliphildan,7669768875986259220,https://www.tiktok.com/@aliphildan/video/7669768875986259220,False,4861,70,113,137,Kalau nonton bioskop jangan lupa beli ini juga ya👀💧🩵,2026-09-02T10:43:27.543897
aliphildan,7669402907011288340,https://www.tiktok.com/@aliphildan/video/7669402907011288340,False,119.4K,1917,1742,1451,Replying to @Ryan Things xixixi🗿,2026-09-02T10:44:10.865625
aliphildan,7669283279371062548,https://www.tiktok.com/@aliphildan/video/7669283279371062548,False,589.9K,1581,18K,7084,Jangan kalian kira aku malu yaaach☺️✨,2026-09-02T10:44:45.194409
aliphildan,7668942030248103175,https://www.tiktok.com/@aliphildan/video/7668942030248103175,False,51.8K,2229,1525,1140,"Jangan main2 yaa, selama helikopter masih berputar doklip fine2 ajaa🥰✨ #fakesituation⚠",2026-09-02T10:45:31.933065
aliphildan,7668644343787457813,https://www.tiktok.com/@aliphildan/video/7668644343787457813,False,0,0,0,0,,2026-09-02T10:46:14.144685
aliphildan,7668636628147146005,https://www.tiktok.com/@aliphildan/video/7668636628147146005,False,25.8K,548,198,307,Ini namanya balance yaahh☺️,2026-09-02T10:47:16.894833
aliphildan,7667811802696273159,https://www.tiktok.com/@aliphildan/video/7667811802696273159,False,2498,39,91,105,"Siapa yg lututnya suka nyeri? 🙋🏻‍♂️Jangan langsung nyalahin faktor usia ya. Nyeri lutut bisa dialamin siapa aja, bahkan yang masih muda. Penyebabnya juga banyak, misalnya:1. Osteoarthritis (pengapuran) → tulang rawan menipis sehingga sendi terasa nyeri dan kaku.2. Cedera ligamen atau meniskus → biasanya setelah olahraga, jatuh, atau gerakan memutar lutut.3. Tendinitis (radang tendon) → akibat aktivitas berulang seperti lari atau melompat.4. Patellofemoral pain syndrome → nyeri di sekitar tempurung lutut, sering terasa saat naik turun tangga atau jongkok.5. Radang sendi (arthritis) → seperti rheumatoid arthritis atau asam urat yang menyebabkan nyeri dan bengkak.6. Bursitis → peradangan bantalan sendi karena tekanan atau gerakan berulang.7. Berat badan berlebih → meningkatkan beban pada sendi lutut sehingga lebih mudah nyeri.Makanya jangan asal minum obat nyeri terus dipaksa aktivitas, karena rasa sakitnya mungkin cuma tertutup sementara, sementara penyebab utamanya belum teratasi. Kalau nyeri berlangsung lebih dari beberapa minggu, sering kambuh, lutut bengkak, terasa goyah, terkunci, atau sampai susah berjalan, sebaiknya segera periksa ke dokter supaya penyebabnya bisa dipastikan dan ditangani dengan tepat✨ #EduKocak #doklip",2026-09-02T10:47:54.133139
aliphildan,7667491760213544212,https://www.tiktok.com/@aliphildan/video/7667491760213544212,False,14.4K,229,722,225,"Tau gak kenapa dar*h bisa naik ke selang infus? 🩸💉Salah satu penyebabnya adalah posisi kantong infus berada lebih rendah dari pembuluh darah atau aliran infus berhenti sementara. Akibatnya, tekanan di dalam pembuluh darah bisa mendorong darah masuk kembali ke selang infus (blood backflow). Kondisi ini juga lebih mudah terjadi jika tangan yang dipasang infus terlalu sering digerakkan atau posisi infus berubah.Kalau ini terjadi, jangan panik atau mencoba membetulkan infus sendiri. Pastikan kantong infus tetap berada lebih tinggi dari lengan, kurangi gerakan pada tangan yang dipasang infus, lalu segera beri tahu perawat atau tenaga kesehatan agar aliran infus dapat diperiksa dan dikembalikan dengan aman. @Acid 🔮 #fakesituation⚠️",2026-09-02T10:48:29.795922
aliphildan,7667157395117804808,https://www.tiktok.com/@aliphildan/video/7667157395117804808,False,43.7K,467,12.1K,1086,Atur🙂 #fakesituation⚠️️ #jff,2026-09-02T10:49:21.019291
aliphildan,7666433970896145685,https://www.tiktok.com/@aliphildan/video/7666433970896145685,False,11.5K,66,137,215,Jadi org stressful di acara yg colorful✨@Lulu 🤎,2026-09-02T10:50:12.621776
aliphildan,7666357658835766549,https://www.tiktok.com/@aliphildan/video/7666357658835766549,False,11.6K,70,123,332,Yang mana yg paling cocok gaiiss??✨ @abang3adek cc @Lulu 🤎,2026-09-02T10:51:33.666799
aliphildan,7666003648035458322,https://www.tiktok.com/@aliphildan/video/7666003648035458322,False,1525,42,27,27,Minggir bozzz✨ @Acid 🔮 @abang3adek,2026-09-02T10:52:13.128307
aliphildan,7665314659154627858,https://www.tiktok.com/@aliphildan/video/7665314659154627858,False,960,22,98,70,"Kenapa muka Gen Z sekarang keliatan lebih tua dari umurnya? Ternyata bukan cuma soal usia, tapi skin barrier yang udah rusak duluan — dan ini yang bisa bantu jaga kelembapan kulit kamu tiap hari. 🌿 @glad2glow.indo",2026-09-02T10:53:08.251531
aliphildan,7665301282860600596,https://www.tiktok.com/@aliphildan/video/7665301282860600596,False,4002,30,59,63,Pertama kali ke curuggg✨🤸🏻‍♂️ @Lulu 🤎 @Bang ucup @Acid 🔮 @fauzannoorqolbi @ridho maulana @abang3adek @Aidil Saputra @stevengunardilasut @Piscesboyy @drh. Ricky Halim dan Sashi @thisisoraiii #fakesituation⚠️,2026-09-02T10:54:04.051532
aliphildan,7665249719517596946,https://www.tiktok.com/@aliphildan/video/7665249719517596946,False,1887,31,51,27,Kan aku udah bilang dari awal. Cc: @Acid 🔮,2026-09-02T10:54:51.168580
aliphildan,7664807741004778773,https://www.tiktok.com/@aliphildan/video/7664807741004778773,False,196.6K,506,4423,3462,Obnerr 🛳️ #lucup🤎 @Lulu 🤎 @Bang ucup @Acid 🔮,2026-09-02T10:55:51.087900
aliphildan,7664448121975377173,https://www.tiktok.com/@aliphildan/video/7664448121975377173,False,2091,22,7,34,Dokter bengkel juga jadi✨🤙🏻,2026-09-02T10:56:32.739972
aliphildan,7663015670455553301,https://www.tiktok.com/@aliphildan/video/7663015670455553301,False,63.1K,430,960,974,Jujur gatau mo bikin caption gimana🥹😭🕊️ BERLAYARLAH KAWAN! @Kadam Sidik,2026-09-02T10:57:35.759400
aliphildan,7662664255979736341,https://www.tiktok.com/@aliphildan/video/7662664255979736341,False,1098,25,122,68,Siapa  dlu di kelasnya ada yg modelan begini? Wwkwkw #fakesituation⚠️,2026-09-02T10:58:36.839372
aliphildan,7662337718470397192,https://www.tiktok.com/@aliphildan/video/7662337718470397192,False,1346,25,28,108,Jalan-jalan naik kudaMending simak pideo guee daa! #fakesituation⚠️,2026-09-02T10:59:24.538507
aliphildan,7661888877879233812,https://www.tiktok.com/@aliphildan/video/7661888877879233812,False,35K,658,6250,658,"#bismillahchan💜 Kenapa lokasi tempat penyuntikkan itu beda-beda, ada yang di tangan, di paha, bahkan di bokong? 🗿⬇️Karena setiap jenis suntikan punya tujuan dan cara kerja yang berbeda. Ada obat atau vaksin yang memang harus masuk ke lapisan kulit (intradermal), ada yang disuntik ke jaringan lemak (subkutan), ada yang harus langsung ke otot (intramuskular), dan ada juga yang masuk ke pembuluh darah (intravena). Nah, setiap lapisan tubuh punya lokasi terbaik agar obat terserap dengan optimal, lebih nyaman, dan risiko cedera pada saraf atau pembuluh darah lebih kecil. Makanya tenaga kesehatan nggak asal pilih tempat suntik, semuanya disesuaikan dengan jenis obat, usia, kondisi pasien, serta tujuan terapinya. Cc @dictionarei",2026-09-02T11:00:03.699746
aliphildan,7661550340117974292,https://www.tiktok.com/@aliphildan/video/7661550340117974292,False,68.5K,1210,3913,1796,Mohon izin mengoreksi ✍️✨🙏🏻 #fakesituation⚠️,2026-09-02T11:00:59.941219
aliphildan,7660771877576559880,https://www.tiktok.com/@aliphildan/video/7660771877576559880,False,5473,113,70,64,Ya kali org semantepp gue masih gaada yg mau hufft😮‍💨✨,2026-09-02T11:02:00.572535
aliphildan,7660496285643967752,https://www.tiktok.com/@aliphildan/video/7660496285643967752,False,3488,76,220,175,Sakading ding alala bum bum 🐅✨ #doklip #EduKocak,2026-09-02T11:02:34.595992
aliphildan,7659275599483129109,https://www.tiktok.com/@aliphildan/video/7659275599483129109,False,332.4K,1139,29.6K,12.5K,MasyaAllah Tabarakallah✨ @Bang ucup @Lulu 🤎 @Acid 🔮 @stevengunardilasut @Wildan Wijaksono @iniZaidan @ridho maulana,2026-09-02T11:03:17.253952
aliphildan,7658976505694915847,https://www.tiktok.com/@aliphildan/video/7658976505694915847,False,398,11,135,24,Yg suka bingung pilih skincare coba dee kata gue liat ampe abiszsssz #fakesituation⚠️,2026-09-02T11:04:14.703881
aliphildan,7658607554125188372,https://www.tiktok.com/@aliphildan/video/7658607554125188372,False,390,11,131,24,Siapa suka mukbang?? Dengerin sampe akhir yee!,2026-09-02T11:04:54.262901
aliphildan,7658526325904330004,https://www.tiktok.com/@aliphildan/video/7658526325904330004,False,0,0,0,0,,2026-09-02T11:05:55.428085
aliphildan,7658206115599109394,https://www.tiktok.com/@aliphildan/video/7658206115599109394,False,5626,114,203,114,Ajarin joget brazil dong #fakesituation⚠️️,2026-09-02T11:06:31.722606
aliphildan,7657149144775101716,https://www.tiktok.com/@aliphildan/video/7657149144775101716,False,26.6K,465,1034,1572,Asli dah ngga tahan liat masih ada aja yang sembarangan mandiin bayi😭🙏🏻#fakesituation⚠ #KulitSensitif  #SabunAnak #BodyWash #Glowing,2026-09-02T11:07:13.328144
aliphildan,7657108489713618183,https://www.tiktok.com/@aliphildan/video/7657108489713618183,False,70.5K,1234,11.1K,2834,"Ternyata, dua jamu yang paling sering ditemui punya manfaat yang beda, lho. Beras kencur dikenal dapat membantu menghangatkan tubuh, meredakan rasa pegal, dan membuat badan terasa lebih segar. Efek ini berasal dari senyawa aktif pada kencur yang memiliki sifat antioksidan dan antiinflamasi. Sementara kunyit asem mengandung kurkumin dari kunyit dan asam jawa yang kaya antioksidan, sehingga sering dikonsumsi untuk membantu mengurangi peradangan ringan, meredakan nyeri haid pada sebagian orang, serta memberi sensasi segar.Walaupun begitu, jamu bukan obat ajaib ya. Manfaatnya bisa berbeda pada setiap orang, dan tetap sebaiknya dikonsumsi dalam jumlah yang wajar, terutama kalau ada tambahan gula. Jadi, boleh aja menikmati jamu sebagai bagian dari pola hidup sehat, tapi jangan lupa tetap makan bergizi, olahraga, dan tidur yang cukup. 🍃 #jff #fakesituation⚠",2026-09-02T11:08:06.306916
aliphildan,7656726016391433490,https://www.tiktok.com/@aliphildan/video/7656726016391433490,False,0,0,0,0,,2026-09-02T11:08:46.439131
aliphildan,7656705634603355413,https://www.tiktok.com/@aliphildan/video/7656705634603355413,False,4067,62,36,95,When ya when yaa…,2026-09-02T11:09:41.562381
aliphildan,7656655161527389448,https://www.tiktok.com/@aliphildan/video/7656655161527389448,False,8173,77,135,106,Replying to @shi'ac🧚🏻‍♀️ oke waktunya go public juga sama dr. Sashi🥰✨,2026-09-02T11:10:25.373821
aliphildan,7655583525629938952,https://www.tiktok.com/@aliphildan/video/7655583525629938952,False,71.9K,446,2255,1261,"Ngerti gak elooo!??✨ #SaLiMan @Ayman Alatas @Ikhsanqthii, MD #JagaIrama #fakesituation⚠ #fakebody",2026-09-02T11:11:26.355741
aliphildan,7655300592847441170,https://www.tiktok.com/@aliphildan/video/7655300592847441170,False,7450,112,115,140,Disituulaahhhh☺️ 감사합니다 🙇‍♂️ @Daehoon 대훈,2026-09-02T11:12:35.873356
aliphildan,7654822706994515218,https://www.tiktok.com/@aliphildan/video/7654822706994515218,False,23.6K,398,1817,267,Jalan2 dengan betis rodaku🏃🏻✨ @Ganta 🐮 #fakesituation⚠️ #fakebody,2026-09-02T11:13:38.841254
aliphildan,7654078761075232018,https://www.tiktok.com/@aliphildan/video/7654078761075232018,False,0,0,0,0,,2026-09-02T11:14:33.853023
aliphildan,7653741400764239112,https://www.tiktok.com/@aliphildan/video/7653741400764239112,False,70.1K,1336,3537,1248,"Part yg diemnya candu bgt jujur🥰 #SaLiMan #JagaIrama @Ayman Alatas @Ikhsanqthii, MD",2026-09-02T11:15:08.610298
aliphildan,7653444758949465352,https://www.tiktok.com/@aliphildan/video/7653444758949465352,False,40.7K,268,5921,649,Perkara ginian doang mah emg kerjaan sehari2 kitee😉 @drh. Ricky Halim dan Sashi #fakesituation⚠️ #fakebody,2026-09-02T11:16:10.661679
aliphildan,7653426353068379410,https://www.tiktok.com/@aliphildan/video/7653426353068379410,False,20.2K,53,182,147,Gini kan trendnya😉 #KulitKering #KulitSensitif #fakesituation⚠️,2026-09-02T11:16:46.560826
aliphildan,7652954792536411400,https://www.tiktok.com/@aliphildan/video/7652954792536411400,False,39.4K,335,1830,3102,Baca tulisannya aja minimal🥰🙏🏻 #SaLiMan #JagaIrama,2026-09-02T11:17:48.936371
aliphildan,7652620700343078162,https://www.tiktok.com/@aliphildan/video/7652620700343078162,False,432.5K,6703,31K,7624,"Partnya dr. Ayman canduu bgt 🕺🏻🤟🏻🤣  @Ayman Alatas @Ikhsanqthii, MD",2026-09-02T11:18:37.728784
aliphildan,7652361220913302791,https://www.tiktok.com/@aliphildan/video/7652361220913302791,False,37K,432,548,447,Ntah apaa….,2026-09-02T11:19:26.069641
aliphildan,7651922418042260754,https://www.tiktok.com/@aliphildan/video/7651922418042260754,False,61.4K,95,1502,1244,Sehat2 ya kak😭🔥 #NYALIP #tanyakelapkelip #fakesituation⚠️,2026-09-02T11:20:07.915224
aliphildan,7651606260910984466,https://www.tiktok.com/@aliphildan/video/7651606260910984466,False,37.3K,1856,48.5K,1920,"Gausah rebutan, ambil satu2! #fakesituation⚠️ @Acid 🔮 @Bang ucup",2026-09-02T11:21:06.971233
aliphildan,7651578554400001288,https://www.tiktok.com/@aliphildan/video/7651578554400001288,False,4331,110,106,87,Replying to @A. Sorry bgt soalnya udah terlalu banyak yg suka sama kita🥺☹️🙏🏻 #SaLiMan #jagairama #fakesituation⚠️,2026-09-02T11:21:56.530387
aliphildan,7651494968938253575,https://www.tiktok.com/@aliphildan/video/7651494968938253575,False,18.9K,539,873,459,"Jaga Irama udah sampe kota mana nih?🕺🏻🫀 #jagairama #SaLiMan @Ayman Alatas @Ikhsanqthii, MD",2026-09-02T11:24:34.371780
aliphildan,7651073167703690514,https://www.tiktok.com/@aliphildan/video/7651073167703690514,False,95.5K,784,4462,1703,Fix fyp isinya sekolahan semua #teachyoualesson,2026-09-02T11:25:07.937891
aliphildan,7650791807726701842,https://www.tiktok.com/@aliphildan/video/7650791807726701842,False,25.4K,418,1893,1540,Coba ada lagii gaak?🕺🏻 Nanti harry pottlip bacain✨📖 #fakesituation⚠️,2026-09-02T11:30:19.799869
aliphildan,7650005654043757832,https://www.tiktok.com/@aliphildan/video/7650005654043757832,False,15.4K,363,691,236,#jff #fakesituation⚠️,2026-09-02T11:31:07.401120
aliphildan,7649691916245749010,https://www.tiktok.com/@aliphildan/video/7649691916245749010,False,4369,36,165,115,"Plis dok, logbook aku masih kosong tanda tangannya🥺 #fakesituation⚠️",2026-09-02T11:31:49.015428
aliphildan,7649332397162761492,https://www.tiktok.com/@aliphildan/video/7649332397162761492,False,0,0,0,0,"Bener gak sih makan gorengan bikin jerawatan?Bisa, terutama kalau dikonsumsi terlalu sering dan berlebihan. Gorengan umumnya tinggi kalori dan lemak, yang dapat meningkatkan proses peradangan di dalam tubuh. Pada sebagian orang, kondisi ini bisa membuat produksi minyak di kulit meningkat dan jerawat jadi lebih mudah muncul atau bertambah parah. Belum lagi kalau gorengannya dimasak dengan minyak yang dipakai berulang kali, kandungan senyawa hasil oksidasinya juga bisa memicu stres oksidatif dan peradangan. Jadi kalau akhir-akhir ini jerawatmu makin aktif sementara konsumsi gorengan lagi sering-seringnya, mungkin ada hubungannya juga. Makanya selain menjaga kebersihan wajah, pola makan sehari-hari juga jangan dilupain ya! 🪩🕺🏻 @idmensbiore #SiapTampilAwesome",2026-09-02T11:32:35.399290
aliphildan,7648588842672475410,https://www.tiktok.com/@aliphildan/video/7648588842672475410,False,3088,59,194,125,"Pernah lagi nyaman2 mau tidur, eh tiba2 kerasa kayak kepleset atau jatuh dari ketinggian, terus badan nyentak dan langsung melek lagi? Fenomena ini namanya hypnic jerk atau sentakan hipnik, dan ini hal yang super normal dialami banyak orang. Jadi pas kita transisi dari kondisi sadar ke tidur, otot-otot mulai rileks total. Nah, ada teori yang bilang otak kita kadang “salah baca” sinyal otot yang mengendur ini sebagai tanda kita lagi jatuh, jadi refleks dia ngirim sinyal buat “nangkep” badan kita, makanya kerasa nyentak plus sensasi jatuh tadi. Pemicunya biasanya kecapekan banget, kurang tidur, stres atau cemas, kebanyakan kafein, atau olahraga berat mepet jam tidur. Solusinya gampang: coba kurangi kopi terutama sore-malam, atur jam tidur biar lebih teratur, kelola stres sebelum rebahan, dan hindari olahraga intens menjelang tidur. Selama nggak sampai ganggu kualitas tidur kamu tiap malam, ini nggak berbahaya sama sekali. Tapi kalau sentakannya sering banget sampai bikin susah tidur, baru deh konsultasi ke dokter ya 🩺✨",2026-09-02T11:33:36.392497
aliphildan,7648193046672116999,https://www.tiktok.com/@aliphildan/video/7648193046672116999,False,41.5K,141,1572,1278,"Katanya sih bentar, taunya bentar lagi udahan🤡✨",2026-09-02T11:34:16.757050
aliphildan,7647420152585129234,https://www.tiktok.com/@aliphildan/video/7647420152585129234,False,3620,70,232,56,"Salam sehat, salam interaksi🤗🌤️✨ #fakescene⚠️ #fakesituation⚠",2026-09-02T11:35:20.473163
aliphildan,7646750028559633682,https://www.tiktok.com/@aliphildan/video/7646750028559633682,False,1617,63,107,29,"Kak, jujur ga bagus loh",2026-09-02T11:35:55.242042
aliphildan,7646664533297122578,https://www.tiktok.com/@aliphildan/video/7646664533297122578,False,4617,137,116,67,Tebak umur @Acid 🔮,2026-09-02T11:36:48.703360
aliphildan,7646390545450798354,https://www.tiktok.com/@aliphildan/video/7646390545450798354,False,3976,107,59,60,@Kementerian Kesehatan RI #SaLiMan,2026-09-02T11:37:36.743755
aliphildan,7646380984123788562,https://www.tiktok.com/@aliphildan/video/7646380984123788562,False,50.8K,501,24K,1399,"Di tengah kebiasaan scroll yang makin panjang setiap hari, membaca buku sering dianggap hal yang sepele. Padahal dari sisi kesehatan, membaca buku punya banyak manfaat buat otak dan mental kita.Saat membaca, otak dilatih untuk fokus lebih lama, meningkatkan daya ingat, memperluas kemampuan berpikir, dan membantu mengurangi stres. Beberapa penelitian bahkan menunjukkan bahwa kebiasaan membaca secara rutin dapat membantu menjaga fungsi kognitif seiring bertambahnya usia. Berbeda dengan informasi singkat yang lewat begitu saja di media sosial, buku mengajak kita untuk berpikir lebih dalam, memahami suatu hal secara utuh, dan melatih kesabaran.Jadi, kalau kamu ingin investasi yang murah tapi manfaatnya bisa dirasakan seumur hidup, cobalah mulai meluangkan waktu beberapa halaman buku setiap hari. Otak juga butuh olahraga, dan salah satu bentuk olahraganya adalah membaca.",2026-09-02T11:57:34.760507
aliphildan,7645968707826486536,https://www.tiktok.com/@aliphildan/video/7645968707826486536,False,13K,119,874,431,"Kalau penyakit mata bisa sembuh pakai lintah, dokter mata udah buka peternakan lintah dari dulu🫪 #fakesituation⚠️",2026-09-02T11:59:04.064122
aliphildan,7645955678342860039,https://www.tiktok.com/@aliphildan/video/7645955678342860039,False,13.7K,319,551,309,"Heran, naro iphone masih ada ampe besok, naro pulpen 5 menit langsung ilang -_-",2026-09-02T12:01:02.255829
aliphildan,7644781672860323090,https://www.tiktok.com/@aliphildan/video/7644781672860323090,False,82.7K,565,2848,2170,Gue bener2 ga ngerti kenapa filter tiktok sebenci itu ama gueeeeeekk #jff #fakesituation⚠️,2026-09-02T12:01:40.505193
aliphildan,7644510411127082260,https://www.tiktok.com/@aliphildan/video/7644510411127082260,False,867,17,134,14,Hmm ada yang mau buat steak daging qurban? 🐮🐄,2026-09-02T12:02:20.045526
aliphildan,7644352946485923090,https://www.tiktok.com/@aliphildan/video/7644352946485923090,False,9741,61,650,284,Selamat idul adha gaiss✨ @Bang ucup @Acid 🔮 @Kang Rizz Kan @nando @Siwoyo🕷️,2026-09-02T12:03:14.791893
aliphildan,7644154748634991892,https://www.tiktok.com/@aliphildan/video/7644154748634991892,False,449,20,117,15,"POV ""Bukan mimpi! Macan ini lepas dari kandang, ternyata pergi keramas!""#shampoo #sensitif #gatal #sampoanak #rekomendasidokter",2026-09-02T12:04:05.501679
