username,video_id,video_url,is_photo,like_count,comment_count,share_count,save_count,description,scraped_at,manual_label,label_timestamp
dokter.harmonospanak,7644923267869854996,https://www.tiktok.com/@dokter.harmonospanak/video/7644923267869854996,False,6574,215,1786,2121,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google Map tulis :Praktek dr.Harmono PD Sp.AAlamat :Jl. Airlangga 33 Apotek Diandra Mojosari Mojokerto,2026-09-03T16:26:45.557380,health,2026-09-07T12:24:26.772859
doktermatahendra,7638179610819169554,https://www.tiktok.com/@doktermatahendra/video/7638179610819169554,False,298,8,10,60,"Manfaat salad bagi mata? Menjaga kesehatan mata ternyata bukan cuma soal kacamata atau vitamin 👀🥗 Apa yang kita makan setiap hari juga sangat berpengaruh terhadap kesehatan mata jangka panjang. Salad yang berisi sayuran hijau, tomat, wortel, jagung, alpukat, hingga kacang-kacangan mengandung banyak nutrisi penting untuk mata seperti: ✅ lutein ✅ zeaxanthin ✅ vitamin A ✅ vitamin C ✅ omega-3 dan antioksidan Nutrisi ini membantu melindungi retina dan menurunkan risiko berbagai masalah mata terkait usia 👁✨ Termasuk membantu menjaga kesehatan makula, mengurangi stres oksidatif, dan mendukung kualitas lapisan air mata. Banyak orang baru mulai peduli kesehatan mata setelah penglihatan mulai terganggu. Padahal menjaga mata dimulai dari kebiasaan kecil setiap hari, termasuk pola makan 😊 Tidak harus mahal atau ekstrem, yang penting konsisten. Karena investasi terbaik untuk mata bukan hanya pengobatan… tapi juga pencegahan 👍 Siapa disini yang rutin makan salad? 🥗😄 #Salad #kesehatanmata #sayur #antioksidan#doktermatahendra Kalau suka dan merasa postingan ini bermanfaat, jangan lupa buat support dengan like dan share ya 😁👍. Tambahkan akun ig, youtube dan tiktok @doktermatahendra ke favoritmu agar selalu update info dan tips2 kesehatan mata terbaru 🥰. Ada pertanyaan? Silahkan DM atau Cusssss ke kolom komentar 👍.",2026-09-04T01:01:38.889915,health,2026-09-07T12:24:35.006745
drkevinmak,7627129495513910546,https://www.tiktok.com/@drkevinmak/video/7627129495513910546,False,132,6,5,12,"Semakin dewasa, ternyata yang kita lawan bukan orang lain… tapi pikiran sendiri. Overthinking soal masa depan, keluarga, uang, bahkan hal kecil pun bisa kepikiran Kamu juga ngerasain? Coba komen, hal apa yang paling sering kamu overthinking-in sekarang 👇 #overthinking #dewasa #quarterlifecrisis #selfgrowth #mentalhealthindonesia",2026-09-05T19:47:32.375251,health,2026-09-07T12:24:41.726165
dokter.harmonospanak,7647352582100307221,https://www.tiktok.com/@dokter.harmonospanak/video/7647352582100307221,False,21,1,4,9,Alamat : lokasidari klenteng Mojosari 200 meterke utara arah Krian. Depan SMAN MOJOSARI telp.WA. 0812.3156.6151,2026-09-03T16:21:56.929733,not_health,2026-09-07T12:24:45.094173
dokter_ika,7664094492076608786,https://www.tiktok.com/@dokter_ika/video/7664094492076608786,False,5406,203,33,237,#belajarbersamadrika #Edukasidrika #stoppenyalahgunaanobatkeras #StopMerkuri #waspadakrimberbahaya,2026-09-03T19:39:31.183488,health,2026-09-07T12:24:57.061684
aymanalts,7666836345477729544,https://www.tiktok.com/@aymanalts/video/7666836345477729544,False,4336,122,42,280,,2026-09-03T11:10:54.016407,health,2026-09-07T12:25:12.271867
bidancynthia,7677913862556912917,https://www.tiktok.com/@bidancynthia/video/7677913862556912917,False,2954,276,55,446,"Membalas @less.sugar kalo lagi menyusui takut asi jadi seret ,ini pilihannya semoga ga bingung lagi pake Kb apa yaa #bidan #edukasi #kb",2026-09-07T03:16:59.448596,health,2026-09-07T12:25:16.057068
tirtacipeng,7617837119041588500,https://www.tiktok.com/@tirtacipeng/video/7617837119041588500,False,3855,150,103,138,Serba serbi mudik bareng @bearbrand_indonesia #RasakanKemurniannya,2026-09-07T01:36:05.486755,not_health,2026-09-07T12:25:30.822645
bidancynthia,7649119829269613844,https://www.tiktok.com/@bidancynthia/video/7649119829269613844,False,10500,456,255,393,"Baby boy nen’nya kuat bgt ,nen terus sampe brat bret brot 😅 Alhamdulillah Full ASI #mengasihi #busui",2026-09-07T04:48:15.644776,not_health,2026-09-07T12:25:40.362010
dokteramiraobgyn,7598078806976400660,https://www.tiktok.com/@dokteramiraobgyn/video/7598078806976400660,False,6847,76,1128,587,ini buktinya kalau kalian tetap ngeyell #dokterobgynpedalaman#papua#fyp,2026-09-04T00:15:25.410338,health,2026-09-07T12:25:46.782839
aymanalts,7676327768585506066,https://www.tiktok.com/@aymanalts/video/7676327768585506066,False,67.8K,663,9259,5970,,2026-09-03T10:24:14.721027,health,2026-09-07T12:25:50.483075
roozzaak,7604059114154642709,https://www.tiktok.com/@roozzaak/video/7604059114154642709,False,374,19,76,48,Membalas @mdysean #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,2026-09-06T22:55:12.416482,health,2026-09-07T12:27:01.512112
drkevinmak,7623424313151999239,https://www.tiktok.com/@drkevinmak/video/7623424313151999239,False,76,3,7,13,Kalau kamu masih breakout parah ga beres lebaran? Jangan lupa zinc nya 1x sehari setelah makan siang dan hindari konsumsi makanan berminyak ya ✅ #acneprone #jerawat #zinc #rekomendasizinc,2026-09-05T19:58:08.300649,health,2026-09-07T12:27:11.404444
doktermatahendra,7607044950831795474,https://www.tiktok.com/@doktermatahendra/video/7607044950831795474,False,337,7,18,50,"Mari kita jawab pertanyaan: Sakit nga operasi katarak? Yuk, kita dengar langsung testimoni dari pasangan suami istri yang kebetulan sudah melakukan operasi katarak, bersamaan di tempat kami @eyequ.id 🥰.Menariknya, meskipun menjalani prosedur yang sama, dokter yang sama, mesin yang sama dan di hari yang sama, sensasi yang dirasakan bisa berbeda pada tiap orang. Ada yang merasa sangat nyaman, ada yang merasakan sedikit sensasi—namun tetap dalam batas wajar dan aman.Yang paling penting?Keduanya sama-sama tersenyum lebar sehari setelah operasi 😊Menurut teman-teman, apa makna di balik senyuman itu?Dapat bonus pertanyaan tambahan mengenai posisi lensa tanam habis operasi, apakah stabil terus? Dan pesan buat masyarakat lainnya mengenai operasi katarakYuk, kita simak videonya sampai akhir.#operasikatarak #phaecoemulsifikasi #edukasimata #doktermatahendra",2026-09-04T01:24:13.815201,health,2026-09-07T12:27:15.255985
dokter.harmonospanak,7627730393227103509,https://www.tiktok.com/@dokter.harmonospanak/video/7627730393227103509,False,278,58,52,27,Memang sulit cari bakso yg asli daging sapi tanpa campuran daging ayam. Tentu rasanya lebih enak dan menyehatkan.,2026-09-03T16:56:18.527452,not_health,2026-09-07T12:27:18.566087
giapratamamd,7590960824584244500,https://www.tiktok.com/@giapratamamd/video/7590960824584244500,False,5508,99,158,369,Visi Misi mencegah 1 Juta Serangan Jantung dan Stroke. Podcast Radityadika dan dr. Gia Pratama. part 3.,2026-09-06T15:33:18.245616,health,2026-09-07T12:27:29.223445
roozzaak,7675204200330038548,https://www.tiktok.com/@roozzaak/video/7675204200330038548,False,512,41,107,89,#stitch dengan @MiMa ✨ #fyp #fypシ #DokterGemoy #edukasi,2026-09-05T21:09:31.207160,health,2026-09-07T12:27:36.346468
tirtacipeng,7640079564525292821,https://www.tiktok.com/@tirtacipeng/video/7640079564525292821,False,45400,611,1694,2736,"Gula, buah dan diabetes",2026-09-07T01:02:56.605986,health,2026-09-07T12:27:41.620305
aymanalts,7645328115928927506,https://www.tiktok.com/@aymanalts/video/7645328115928927506,False,2007,50,52,25,#stitch with 7642894501979098386,2026-09-03T13:13:25.615698,health,2026-09-07T12:27:48.615159
dokteramiraobgyn,7676869342478535954,https://www.tiktok.com/@dokteramiraobgyn/video/7676869342478535954,False,4516,1036,1261,974,Untuk para bunda vaksin hpv amannnnnnn bangettttt #anakbunda#vaksinhpv#gratis#fyppppp,2026-09-03T18:37:21.374979,health,2026-09-07T12:27:51.980226
aymanalts,7619068098124975368,https://www.tiktok.com/@aymanalts/video/7619068098124975368,False,27200,173,1039,1347,#stitch with @Youtube: nul alexander 🦆🦧,2026-09-05T13:29:19.373311,health,2026-09-07T12:28:02.169737
dokteramiraobgyn,7607104264225279252,https://www.tiktok.com/@dokteramiraobgyn/video/7607104264225279252,False,3139,148,431,927,bercak butih dimulut rahim akan jd awal mula kanker cervix jika tidak diobati #dokterobgynpedalaman#papua#fyp,2026-09-04T00:05:38.119924,health,2026-09-07T12:28:07.006562
bidancynthia,7622708047315569940,https://www.tiktok.com/@bidancynthia/video/7622708047315569940,False,3279,62,17,120,Membalas @Hii'ItsNebyy🌱🐝 Semoga bisa lahir normal dipuskesmas 💪🏻🤲 #ibuhamil,2026-09-07T11:28:16.473370,not_health,2026-09-07T12:28:19.320560
dokter_ika,7670474460583038215,https://www.tiktok.com/@dokter_ika/video/7670474460583038215,False,5531,352,132,388,"Replying to @el🦭 Kalau udah ketagihan mau dilepas malah galau, padahal kalau ga dilepas buat perkara hidup!!! #belajarbersamadrika #Edukasidrika #LoveYourSkin❤️ #KulitSehatTanpaToksik #StopMerkuri",2026-09-03T19:22:04.002440,health,2026-09-07T12:28:28.111367
dokter_ika,7677164207523122450,https://www.tiktok.com/@dokter_ika/video/7677164207523122450,False,37.5K,2051,3533,2578,"Ini masih marak, hati-hati guys #belajarbersamadrika #Edukasidrika #jagakulitmu #StopHBberbahaya #stoppenyalahgunaanobatkeras",2026-09-03T18:21:17.734008,health,2026-09-07T12:28:30.720743
bidancynthia,7667155748215934228,https://www.tiktok.com/@bidancynthia/video/7667155748215934228,False,7726,638,26,180,"Labil bgt mau KB 😁 Mama 31thn anak 1 ,sebelum 35thn minimal 2 anak lah biar ricy ada teman☺️",2026-09-07T03:50:54.274094,not_health,2026-09-07T12:28:37.667586
roozzaak,7633229775791836436,https://www.tiktok.com/@roozzaak/video/7633229775791836436,False,1030,134,74,110,Membalas @mama tasya🩷 #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,2026-09-05T22:36:34.614296,health,2026-09-07T12:28:42.025685
drkevinmak,7653383072821562632,https://www.tiktok.com/@drkevinmak/video/7653383072821562632,False,201,10,48,72,"Jujur kesel sih kalau munculnya di dagu dan rahang mulu, makannya tambahin zinc setelah makan ya! #jerawat #zinc #jerawatbatu #zincpicolinate #suplemenjerawat",2026-09-05T18:28:30.881575,health,2026-09-07T12:28:44.877817
itsdoktermuda,7649712642419854612,https://www.tiktok.com/@itsdoktermuda/video/7649712642419854612,False,194,8,1,21,"Nggak salah kok kalau mau nyari yang simpel dan minim efek samping. Tapi ayolah, kita naik kelas bareng-bareng. Jangan cuma bertanya “nyatanya sembuh nggak?”, tapi juga “masuk akal nggak?” dan “ada ilmunya nggak?” Karena di era sekarang, percaya itu bagus. Tapi paham alasan di baliknya jauh lebih bagus. Sepakat?",2026-09-06T20:29:24.698738,health,2026-09-07T12:29:40.444870
roozzaak,7644016215249194261,https://www.tiktok.com/@roozzaak/video/7644016215249194261,False,9,4,6,3,Membalas @Mbunya Faren #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,2026-09-05T22:20:11.862835,health,2026-09-07T12:29:49.043851
tirtacipeng,7668469576149126420,https://www.tiktok.com/@tirtacipeng/video/7668469576149126420,False,31500,241,1561,3490,Perjalanan hobi dan pola makan ko guntur sampe di level sekarang,2026-09-07T00:17:49.756958,health,2026-09-07T12:29:52.367628
dokter_ika,7665370348983995666,https://www.tiktok.com/@dokter_ika/video/7665370348983995666,False,172,12,1,17,Beda ya #belajarbersamadrika #Edukasidrika #stoppenyalahgunaanobatkeras #StopMerkuri,2026-09-03T19:34:50.707659,health,2026-09-07T12:29:57.571698
roozzaak,7667011626612165908,https://www.tiktok.com/@roozzaak/video/7667011626612165908,False,27,2,1,5,Membalas @Moch. Lukman H #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,2026-09-05T21:21:10.677379,health,2026-09-07T12:29:59.806025
aliphildan,7641555795603295508,https://www.tiktok.com/@aliphildan/video/7641555795603295508,False,1851,48,66,33,Saran model rambut yang bagus dong gais👇🏻,2026-09-02T12:15:53.241703,not_health,2026-09-07T12:30:02.143887
aliphildan,7675730369848560917,https://www.tiktok.com/@aliphildan/video/7675730369848560917,False,4131,203,186,55,Satu2nya lomba yg bisa aku ikutin✨😛 #fakesituation⚠,2026-09-02T10:22:16.885236,not_health,2026-09-07T12:30:04.281430
roozzaak,7616182010670877972,https://www.tiktok.com/@roozzaak/video/7616182010670877972,False,33,4,1,5,Membalas @Erick_retno #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,2026-09-06T00:24:16.467620,health,2026-09-07T12:30:06.835424
aliphildan,7610897855192059143,https://www.tiktok.com/@aliphildan/video/7610897855192059143,False,69.6K,1031,1194,930,"siapa sangka… @Ikhsanqthii, MD",2026-09-02T15:09:40.247251,not_health,2026-09-07T12:30:10.216442
dokter_ika,7613193577220279559,https://www.tiktok.com/@dokter_ika/video/7613193577220279559,False,4708,140,174,308,Warna kulit tidak bisa diubah!!! Kebanyakan orang Indonesia di Fitzpatrick 3-5 #belajarbersamadrika #edukasidokterika #jagakulitmu #cintaiwarnakulitmu,2026-09-03T21:45:08.505966,health,2026-09-07T12:30:13.299096
itsdoktermuda,7673025672243105025,https://www.tiktok.com/@itsdoktermuda/video/7673025672243105025,False,207,2,5,12,"Ini yang diliat orang gangguan mata (Kalo kamu dokter, pengen ngonten tapi bingung mulainya, ebook “Mulai Ngonten, Dok!” udah ada di link bioku yaa👌🏻)",2026-09-06T19:54:07.372766,health,2026-09-07T12:30:16.009566
dokter_ika,7609140680555842823,https://www.tiktok.com/@dokter_ika/video/7609140680555842823,False,146,30,12,6,"“Aging Gracefully” Tidak menolak tua, tapi tampil menjadi versi terbaik disetiap fase kehidupan ❤️❤️❤️ @DRICHA Future Glow Rangkaian dari Dricha untuk kalian khususnya para wanita yang siap mengahdapi perubaan jormonal terkai Perimenopause 35+ 🤗 Terima kasih banyak yang sudah ikut dalam perayaan kedewasaan ini 🥳 @Verra | Brand Strategy 360 @Agatha Suci @Tiara @Nur tya | Pejuangkulitsehat @Koh Dennies @Philipskwok dan semua teman dan sahabat 😘😘😘 #Cantikversimu #belajarbersamadrika",2026-09-03T22:07:46.796266,not_health,2026-09-07T12:30:28.223582
aliphildan,7630311915301899527,https://www.tiktok.com/@aliphildan/video/7630311915301899527,False,42.5K,301,551,374,ya kaliiii 🙂‍↔️🐦 @Ayman Alatas,2026-09-02T14:11:55.879706,not_health,2026-09-07T12:30:30.531270
roozzaak,7597486848402803976,https://www.tiktok.com/@roozzaak/video/7597486848402803976,False,408,31,59,26,Membalas @malaikatpelindungmu1 #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,2026-09-06T23:23:23.046092,health,2026-09-07T12:30:34.003123
dokter.harmonospanak,7654722786321075477,https://www.tiktok.com/@dokter.harmonospanak/video/7654722786321075477,False,109,9,12,17,Praktek spesialis anak Hub admin :kak Fatimah 0812 . 3024 . 6181kak Wulan 0858 . 1565 . 2806Google Map tulis :Praktek dr.Harmono PD Sp.AAlamat :Jl. Airlangga 33 Apotek Diandra Mojosari Mojokerto#dokteranakmojosari #konsultasigratiswalinkbio,2026-09-03T16:09:30.662111,not_health,2026-09-07T12:30:42.504836
roozzaak,7598035983233502471,https://www.tiktok.com/@roozzaak/video/7598035983233502471,False,135,9,8,6,Membalas @kimi #fyp #fypシ #DokterGemoy #edukasi #edukasitiktok,2026-09-06T23:14:53.525980,health,2026-09-07T12:30:47.872651
giapratamamd,7670400703298342164,https://www.tiktok.com/@giapratamamd/video/7670400703298342164,False,9980,138,307,532,"Teman-teman akhirnya saya punya Channel Youtube sendiri. Akan ada 2 Podcast. - Podcast Family 1001 - Podcast Pulang Praktek Dan untuk Episode pertama Family 1001 Membahas tentang pola asuh, membangun mental, cara memandang finansial, hingga bagaimana ilmu penerbangan ternyata bisa diterapkan dalam kehidupan keluarga. Saya perkenalkan Ayahku, Ibuku, dan Adikku.",2026-09-06T14:15:35.538086,not_health,2026-09-07T12:30:56.560927
drrichardlee,7611035999073815828,https://www.tiktok.com/@drrichardlee/video/7611035999073815828,False,78100,1218,1223,4452,Makanan timur tengah favorite kalian apa?,2026-09-06T11:55:54.370135,not_health,2026-09-07T12:31:00.605800
tirtacipeng,7598775185575103752,https://www.tiktok.com/@tirtacipeng/video/7598775185575103752,False,9463,271,409,1618,Sekali2 share ilmu bisnis,2026-09-07T01:59:11.031456,not_health,2026-09-07T12:31:03.444888
aymanalts,7616956071831194887,https://www.tiktok.com/@aymanalts/video/7616956071831194887,False,5898,87,78,99,#stitch with @Doklip✨ | Alip Hildan,2026-09-05T13:33:27.374555,health,2026-09-07T12:31:07.207933
roozzaak,7610951836727528724,https://www.tiktok.com/@roozzaak/video/7610951836727528724,False,21,6,2,0,Membalas @depiii♈️✨ #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,2026-09-06T22:30:41.884365,health,2026-09-07T12:31:09.679416
aymanalts,7674216574852566290,https://www.tiktok.com/@aymanalts/video/7674216574852566290,False,610,14,8,25,Skincare ga bikin putih,2026-09-03T10:33:39.951052,health,2026-09-07T12:31:13.180000
drkevinmak,7592965634078641416,https://www.tiktok.com/@drkevinmak/video/7592965634078641416,False,181,12,17,76,"Habis liburan, celana jadi sempit. Makan enak ✔️ Jam tidur berantakan ✔️ Perut sering begah ✔️ Berat badan naik bukan selalu karena lemak, seringnya karena pencernaan dan metabolisme lagi kacau. Kurang tidur + makan nggak teratur = bakteri baik usus ikut terganggu. Di kondisi ini, probiotik bantu: • menyeimbangkan bakteri usus • bantu pencernaan lebih lancar • ngurangin begah & kembung • bantu metabolisme balik ke ritme normal Kalau habis liburan kamu ngerasa: – berat badan naik – perut nggak enak – tidur nggak nyenyak Mulai rapihin dari dalam dulu. Kadang yang dibutuhin bukan diet ekstrem, tapi usus yang sehat. #HabisLiburan#beratbadannaik#probioticsUsusSehat #PencernaanSehat",2026-09-06T11:16:07.080486,health,2026-09-07T12:31:19.639496
roozzaak,7633236254477339924,https://www.tiktok.com/@roozzaak/video/7633236254477339924,False,859,53,2,30,Membalas @Umy Chiqi Welcome to Gemoy Club Bu 🥰 #fyp #fypシ #DokterGemoy #edukasi #edukasikesehatan,2026-09-05T22:29:22.704920,health,2026-09-07T12:31:23.755565
ikhsanqthii,7642675418524388628,https://www.tiktok.com/@ikhsanqthii/video/7642675418524388628,False,2931,50,50,133,Selalu appreciate buat semua orangtua diluar sana,2026-09-06T17:27:44.845016,not_health,2026-09-07T12:31:36.157321
dokter_ika,7612496540749335815,https://www.tiktok.com/@dokter_ika/video/7612496540749335815,False,1570,53,14,52,Sering ditag tapi ga bisa buka videonya 😅 hati-hati ya guys penjual nakals masih eksis #belajarbersamadrika #edukasidokterika #overclaim,2026-09-03T21:50:13.590970,not_health,2026-09-07T12:31:52.831814
dokter_ika,7602409559315025160,https://www.tiktok.com/@dokter_ika/video/7602409559315025160,False,952,74,36,172,Harus paham dengan kulitmu sendiri #belajarbersamadrika #edukasidokterika #Kulitsehatsenyamanitu,2026-09-03T22:24:01.923167,health,2026-09-07T12:31:56.223236
drrichardlee,7666411270253366549,https://www.tiktok.com/@drrichardlee/video/7666411270253366549,False,23000,409,471,952,org terdidik mana mungkin beli tidak di platform resmi _post by Admin.,2026-09-06T11:35:05.465815,not_health,2026-09-07T12:32:00.217446
aliphildan,7633267833064967442,https://www.tiktok.com/@aliphildan/video/7633267833064967442,False,4700,65,92,80,Inilah jalan ninjaku✨💪🏻,2026-09-02T14:03:52.209770,not_health,2026-09-07T12:32:03.662067
roozzaak,7629894998724578581,https://www.tiktok.com/@roozzaak/video/7629894998724578581,False,55,8,8,15,Membalas @azrilalfaridzi5 #fyp #fypシ #DokterGemoy #vitaminD #vitaminD3,2026-09-05T23:16:44.929808,health,2026-09-07T12:32:06.440856
dokter_ika,7677416785607413000,https://www.tiktok.com/@dokter_ika/video/7677416785607413000,False,716,39,7,35,Replying to @Fida Dwi 👍🏻 #belajarbersamadrika #Edukasidrika #jagakulitmu #penjualnakals,2026-09-03T18:20:00.614788,not_health,2026-09-07T12:32:14.088307
gelarsramdhani,7637485251354250504,https://www.tiktok.com/@gelarsramdhani/video/7637485251354250504,False,116,17,23,6,"Salah satu nikmat yang harus disyukuri adalah nikmat panjang umur dengan kondisi badan sehat, dan salah satu cara mensyukuri nikmat panjang umur dan badan sehat adalah dengan ibadah dan rutin berolahraga dengan baik Jemaah haji Indonesia memang banyak lansia, tapi banyak lansia yang masih memiliki fisik yang sehat dan kuat #haji #petugashaji #jemaahhaji #majalengka",2026-09-06T13:42:53.238646,not_health,2026-09-07T12:32:23.703215
aymanalts,7667063576158375175,https://www.tiktok.com/@aymanalts/video/7667063576158375175,False,1041,30,14,71,"Di mulut itu juga ada microbiome yah guys, konsepnya sama kaya skin microbiome yang sama2 butuh perawatan yang tepat, jadi ga asal membasmi semua bakteri#PepsodentProCare #PerlindunganMulut247",2026-09-03T11:08:20.955230,health,2026-09-07T12:32:25.787224
dokter_ika,7638825055841045767,https://www.tiktok.com/@dokter_ika/video/7638825055841045767,False,5103,205,68,667,Ini tanda kulit berminyak #belajarbersamadrika #edukasidrika #jagakulitmu #drIkaJawab,2026-09-03T20:28:10.836124,health,2026-09-07T12:32:28.280008
